url_path,views_total,views_unique
/immich-app/immich,10631,6221
/immich-app/immich/issues,1162,482
/immich-app/immich/releases,869,545
/immich-app/immich/blob/main/README_zh_CN.md,864,616
/immich-app/immich/pulls,655,186
/immich-app/immich/releases/tag/v1.50.1,470,377
/immich-app/immich/tree/main/server,313,186
/immich-app/immich/tree/main/docker,300,174
/immich-app/immich/blob/main/docker/docker-compose.yml,280,182
/immich-app/immich/commits/main,237,86
