url_path,views_total,views_unique
/immich-app/immich,6441,3117
/immich-app/immich/issues,1176,410
/immich-app/immich/releases,867,457
/immich-app/immich/pulls,608,173
/immich-app/immich/blob/main/docker/docker-compose.yml,408,246
/immich-app/immich/tree/main/docker,377,203
/immich-app/immich/releases/tag/v1.51.1,288,226
/immich-app/immich/discussions,250,99
/immich-app/immich/commits/main,241,83
/immich-app/immich/releases/tag/v1.51.0,216,134
