url_path,views_total,views_unique
/immich-app/immich,13343,7837
/immich-app/immich/issues,1394,562
/immich-app/immich/blob/main/README_zh_CN.md,1094,792
/immich-app/immich/releases,974,616
/immich-app/immich/pulls,746,199
/immich-app/immich/releases/tag/v1.49.0,449,364
/immich-app/immich/releases/tag/v1.50.1,408,326
/immich-app/immich/tree/main/server,379,230
/immich-app/immich/tree/main/docker,376,210
/immich-app/immich/blob/main/docker/docker-compose.yml,351,217
