url_path,views_total,views_unique
/immich-app/immich,7883,4469
/immich-app/immich/issues,1065,420
/immich-app/immich/releases,828,491
/immich-app/immich/pulls,578,168
/immich-app/immich/releases/tag/v1.50.1,522,411
/immich-app/immich/blob/main/README_zh_CN.md,499,342
/immich-app/immich/blob/main/docker/docker-compose.yml,292,192
/immich-app/immich/tree/main/docker,258,151
/immich-app/immich/discussions,252,101
/immich-app/immich/tree/main/server,238,131
