url_path,views_total,views_unique
/immich-app/immich,6786,3089
/immich-app/immich/issues,1366,452
/immich-app/immich/releases,1094,548
/immich-app/immich/pulls,709,166
/immich-app/immich/tree/main/docker,493,255
/immich-app/immich/releases/tag/v1.51.2,448,358
/immich-app/immich/blob/main/docker/docker-compose.yml,443,240
/immich-app/immich/releases/tag/v1.51.1,301,233
/immich-app/immich/commits/main,277,87
/immich-app/immich/search,245,63
