url_path,views_total,views_unique
/immich-app/immich,6233,3085
/immich-app/immich/issues,985,385
/immich-app/immich/releases,659,380
/immich-app/immich/pulls,568,168
/immich-app/immich/releases/tag/v1.50.1,367,296
/immich-app/immich/blob/main/docker/docker-compose.yml,306,186
/immich-app/immich/blob/main/README_zh_CN.md,268,179
/immich-app/immich/discussions,253,98
/immich-app/immich/tree/main/docker,246,132
/immich-app/immich/commits/main,224,76
