url_path,views_total,views_unique
/immich-app/immich,6991,3130
/immich-app/immich/issues,1432,461
/immich-app/immich/releases,1224,594
/immich-app/immich/pulls,733,167
/immich-app/immich/tree/main/docker,520,270
/immich-app/immich/blob/main/docker/docker-compose.yml,469,257
/immich-app/immich/releases/tag/v1.51.2,453,363
/immich-app/immich/releases/tag/v1.51.1,301,233
/immich-app/immich/commits/main,270,81
/immich-app/immich/discussions,264,112
