url_path,views_total,views_unique
/immich-app/immich,6120,3108
/immich-app/immich/issues,903,362
/immich-app/immich/releases,559,323
/immich-app/immich/pulls,530,164
/immich-app/immich/blob/main/docker/docker-compose.yml,306,180
/immich-app/immich/releases/tag/v1.50.1,282,223
/immich-app/immich/tree/main/docker,252,136
/immich-app/immich/discussions,247,92
/immich-app/immich/commits/main,244,81
/immich-app/immich/blob/main/README_zh_CN.md,226,145
