url_path,views_total,views_unique
/immich-app/immich,6522,2997
/immich-app/immich/issues,1266,433
/immich-app/immich/releases,972,504
/immich-app/immich/pulls,703,177
/immich-app/immich/blob/main/docker/docker-compose.yml,458,259
/immich-app/immich/tree/main/docker,441,219
/immich-app/immich/releases/tag/v1.51.1,297,231
/immich-app/immich/commits/main,264,88
/immich-app/immich/discussions,258,104
/immich-app/immich/releases/tag/v1.51.2,257,217
