url_path,views_total,views_unique
/immich-app/immich,12688,7320
/immich-app/immich/issues,1322,541
/immich-app/immich/blob/main/README_zh_CN.md,1089,777
/immich-app/immich/releases,934,598
/immich-app/immich/pulls,700,193
/immich-app/immich/releases/tag/v1.50.1,428,345
/immich-app/immich/releases/tag/v1.49.0,374,317
/immich-app/immich/tree/main/server,358,216
/immich-app/immich/tree/main/docker,348,198
/immich-app/immich/blob/main/docker/docker-compose.yml,331,203
