url_path,views_total,views_unique
/immich-app/immich,14677,8646
/immich-app/immich/issues,1527,603
/immich-app/immich/blob/main/README_zh_CN.md,1095,795
/immich-app/immich/releases,1075,654
/immich-app/immich/pulls,792,207
/immich-app/immich/releases/tag/v1.49.0,449,364
/immich-app/immich/tree/main/docker,432,254
/immich-app/immich/blob/main/docker/docker-compose.yml,416,254
/immich-app/immich/releases/tag/v1.50.1,389,310
/immich-app/immich/tree/main/server,381,234
