url_path,views_total,views_unique
/immich-app/immich,6478,3324
/immich-app/immich/issues,981,398
/immich-app/immich/releases,700,398
/immich-app/immich/pulls,538,162
/immich-app/immich/releases/tag/v1.50.1,413,329
/immich-app/immich/blob/main/README_zh_CN.md,324,218
/immich-app/immich/blob/main/docker/docker-compose.yml,292,191
/immich-app/immich/discussions,268,105
/immich-app/immich/tree/main/docker,238,135
/immich-app/immich/commits/main,218,79
